x	g(x)	g'(x)	g''(x)
0.5000000000000000	2.1000000000000001	-3.5520619731146046	0.0000000000000000
0.5125000000000000	2.0556419457735249	-3.5418090681248575	1.6404647983595289
0.5249999999999999	2.0115402141717937	-3.5110503531556163	3.2809295967190577
0.5374999999999999	1.9679511278195494	-3.4597858282068814	4.9213943950785861
0.5499999999999998	1.9251310093415364	-3.3880154932786524	6.5618591934381154
0.5624999999999998	1.8833361813624978	-3.2957393483709292	8.2023239917976447
0.5749999999999997	1.8428229665071780	-3.1829573934837119	9.8427887901571722
0.5874999999999997	1.8038476874003200	-3.0496696286170009	11.4832535885167015
0.5999999999999996	1.7666666666666679	-2.8958760537707953	13.1237183868762308
0.6124999999999996	1.7314659162109833	-2.7384512417407207	12.0642515379357729
0.6249999999999996	1.6981502050581010	-2.5942697653224025	11.0047846889952456
0.6374999999999995	1.6665539915128744	-2.4633316245158405	9.9453178400547166
0.6499999999999995	1.6365117338801565	-2.3456368193210353	8.8858509911141894
0.6624999999999994	1.6078578904647995	-2.2411853497379868	7.8263841421736613
0.6749999999999994	1.5804269195716578	-2.1499772157666945	6.7669172932331332
0.6874999999999993	1.5540532795055837	-2.0720124174071586	5.7074504442926051
0.6999999999999993	1.5285714285714298	-2.0072909546593798	4.6479835953520769
0.7124999999999992	1.5038413015849297	-1.9496984649122850	4.5668147641831940
0.7249999999999992	1.4798247394053330	-1.8931205855548003	4.4856459330143643
0.7374999999999992	1.4565090594027699	-1.8375573165869261	4.4044771018455346
0.7499999999999991	1.4338815789473702	-1.7830086580086624	4.3233082706767050
0.7624999999999991	1.4119296154092633	-1.7294746098200089	4.2421394395078753
0.7749999999999990	1.3906404861585797	-1.6769551720209657	4.1609706083390448
0.7874999999999990	1.3700015085654493	-1.6254503446115334	4.0798017771702151
0.7999999999999989	1.3500000000000019	-1.5749601275917109	3.9986329460013854
0.8124999999999989	1.3306226844929576	-1.5256269224196899	3.8946798815220083
0.8249999999999988	1.3118539127174014	-1.4775931305536611	3.7907268170426289
0.8374999999999988	1.2936774420070081	-1.4308587519936244	3.6867737525632496
0.8499999999999988	1.2760770296954524	-1.3854237867395800	3.5828206880838702
0.8624999999999987	1.2590364331164101	-1.3412882347915280	3.4788676236044909
0.8749999999999987	1.2425394096035560	-1.2984520961494681	3.3749145591251115
0.8874999999999986	1.2265697164905653	-1.2569153708134007	3.2709614946457322
0.8999999999999986	1.2111111111111130	-1.2166780587833250	3.1670084301663528
0.9124999999999985	1.1961397486376943	-1.1795646787423131	2.7711323763955926
0.9249999999999985	1.1816013755980879	-1.1473997493734356	2.3752563226248009
0.9374999999999984	1.1674341363588914	-1.1201832706766932	1.9793802688540099
0.9499999999999984	1.1535761752867033	-1.0979152426520857	1.5835042150832184
0.9624999999999984	1.1399656367481223	-1.0805956652996129	1.1876281613124271
0.9749999999999983	1.1265406651097460	-1.0682245386192750	0.7917521075416358
0.9874999999999983	1.1132394047381733	-1.0608018626110720	0.3958760537708441
0.9999999999999982	1.1000000000000021	-1.0583276372750039	0.0000000000000528
